name,ingredients
One-Pan Teriyaki Chicken Meal Prep,"½ cup low sodium soy sauce (120 mL), 3 tablespoons water, ½ tablespoon garlic, minced, 1 tablespoon cornstarch, 4 tablespoons honey, 3 skinless chicken breasts, ½ bell pepper, sliced, 1 cup broccoli floret (250 g), 1 cup baby carrot (120 g), 1 cup green beans (360 g), trimmed, salt, to taste, pepper, to taste, 2 cups cooked brown rice (460 g), for serving, sesame seed, for garnish, green onion, for garnish"
Make-Ahead Breakfast Quesadilla,"2 sausage links, 2 eggs, 1 flour tortilla, burrito-sized, shredded cheddar cheese"
Paprika-Spiced Chicken With Lemon Yogurt And Crispy Potatoes,"6 oz boneless, skinless chicken breast (170 g), 4 pieces, pounded to 1/2 inch (1 cm) thickness, 2 teaspoons smoked sweet paprika, fine sea salt, to taste, freshly ground black pepper, to taste, 5 tablespoons olive oil, divided, 2 teaspoons dijon mustard, divided, 1 clove garlic, grated, 1 lemon, zested, divided, 1 lb fingerling potato (455 g), halved, ¾ cup whole milk greek yogurt (185 g), 2 tablespoons fresh parsley, chopped, extra to garnish, to taste"
Sheet-Pan Jambalaya,"1 medium medium yellow onion, sliced, 1 red bell pepper, sliced, 1 yellow bell pepper, sliced, 1 green bell pepper, sliced, 2 cups chicken sausage (275 g), sliced into coins, olive oil, to taste, 1 ¼ tablespoons creole seasoning, divided, 1 lb raw shrimp (455 g), peeled and deveined, ½ teaspoon paprika, 1 ½ cups tomato (300 g), diced, 4 cups rice (920 g), cooked, we used brown rice, scallion, sliced, for garnish"
Honey Mustard Glazed Ham,"onion, chopped, 10 cloves garlic, peeled, ¼ cup apple cider vinegar (60 mL), ¼ cup stone ground mustard (60 g), 1 cup orange juice (240 mL), 10 whole cloves, 10 lb picnic ham (4 ½ kg), cured, ½ cup honey (170 g), ½ cup dijon mustard (125 g), 1 tablespoon worcestershire sauce, 1 cup brown sugar (220 g)"
Beef Stroganoff,"2 lb beef sirloin (910 g), cut into 2 in cubes, salt, to taste, freshly ground black pepper, to taste, ½ cup flour (60 g), divided, 2 tablespoons canola oil, 2 tablespoons unsalted butter, 1 large yellow onion, thinly sliced, 1 lb cremini mushroom (455 g), sliced, 2 tablespoons cognac, 2 cups beef broth (480 mL), ½ cup sour cream (115 g), ½ cup fresh parsley (20 g), chopped, 4 cups egg noodle (600 g), buttered, rice or potatoes, for serving"
Easy Jambalaya,"2 tablespoons olive oil, 2 chicken breasts, diced, 1 lb andouille sausage (455 g), sliced, 4 cloves garlic, 1 jalapeño pepper, diced, 1 white onion, diced, 1 red bell pepper, diced, 1 yellow bell pepper, diced, 1 green bell pepper, diced, 2 ribs celery, diced, 3 cups chicken stock (720 mL), 14 oz tomato (395 g), crushed, 1 ½ cups rice (300 g), 2 tablespoons cajun seasoning, 1 bay leaf, 1 teaspoon dried thyme, ½ teaspoon cayenne pepper, 1 lb shrimp (455 g), salt, to taste, pepper, to taste"
Baked Parmesan Chicken Strips,"3 chicken breasts, sliced into strips, salt, to taste, pepper, to taste, ½ cup flour (65 g), ¼ teaspoon garlic powder, ¼ teaspoon onion powder, 1 teaspoon paprika, 2 teaspoons italian seasoning, 3 eggs, 1 cup bread crumbs (115 g), ½ cup parmesan cheese (55 g)"
Fajita-Stuffed Chicken,"2 tablespoons canola oil, for veggies, 1 red bell pepper, diced, 1 green bell pepper, diced, 1 yellow bell pepper, diced, 1 onion, diced, 1 teaspoon kosher salt, 1 teaspoon fresh ground black pepper, 4 oz cream cheese (110 g), ½ cup shredded cheddar cheese (50 g), ½ cup pepper jack cheese (50 g), diced, 3 boneless, skinless chicken breasts, 2 teaspoons salt, 2 teaspoons chili powder, 2 teaspoons cumin, 2 teaspoons garlic powder, 3 tablespoons canola oil, for chicken, salsa, for serving, sour cream, for serving, guacamole, for serving"
One-Pan Basil Halloumi Chicken,"2 chicken breasts, 8 oz halloumi cheese (225 g), 2 cartons cherry tomato, 4 leaves fresh basil, large, 2 teaspoons salt, 2 teaspoons pepper, ⅓ cup olive oil (80 mL), ⅓ cup olive oil (80 mL), 3 cloves garlic, 2 large handfuls fresh basil, 1 teaspoon salt, 1 teaspoon pepper, ½ lemon, juiced"
Jalapeño Popper Dip–stuffed Chicken,"1 jalapeño, diced, 2 oz cream cheese (55 g), ½ cup cheddar cheese (50 g), 3 boneless, skinless chicken breasts, salt, to taste, 2 cups flour (250 g), 2 eggs, beaten, 2 cups bread crumbs (230 g), 1 cup oil (240 mL), for frying"
Garlic Herb Baked Wings,"1 ½ lb chicken wings (680 g), 2 teaspoons baking powder, ¼ teaspoon salt, 1 tablespoon butter, 1 tablespoon garlic, minced, 2 tablespoons dried italian herb blend, 1 tablespoon fresh parsley, chopped"
One-Pan Chicken Fajita Rice Bowl,"1 red bell pepper, sliced, 1 yellow bell pepper, sliced, ½ white onion, sliced, 2 large boneless, skinless chicken breasts, 2 tablespoons olive oil, 4 cups cooked wild rice (920 g), for serving, ½ avocado, sliced (optional), ¼ teaspoon salt, ¼ teaspoon pepper, ¼ teaspoon cumin, ½ teaspoon garlic powder, ½ teaspoon paprika"
Slow-roasted Honey Glazed Pork,"1 cup soy sauce (240 mL), plus 2 tbsp, divided, ¼ cup granulated sugar (50 g), 3 tablespoons garlic, chopped, ¼ cup scallions (25 g), chopped, 2 lb boneless, skin-on pork shoulder (910 g), 1 bunch asparagus, halved, 6 yukon potatoes, diced, 2 tablespoons olive oil, kosher salt, to taste, freshly ground black pepper, to taste, 1 cup dark brown sugar (220 g), ½ cup honey (170 g)"
Chicken Pot Pie Soup,"1 tablespoon olive oil, 1 yellow onion, diced, 4 stalks celery, diced, 6 carrots, diced, 1 clove garlic, 3 tablespoons unsalted butter, ¼ cup all-purpose flour (30 g), 2 cups chicken stock (470 mL), 2 cups half-and-half (470 mL), 1 teaspoon freshly ground black pepper, 1 teaspoon dried thyme, 1 pinch ground nutmeg, 1 cup frozen corn (175 g), 1 cup frozen peas (150 g), 1 whole rotisserie chicken, meat removed from bones and shredded, small rounds of pie crust, baked, for garnish (optional)"
Garlic Chicken Primavera,"2 tablespoons olive oil, 3 cloves garlic, chopped, 2 chicken breasts, thinly sliced, 2 cups asparagus (250 g), chopped, 1 cup cherry tomato (200 g), halved, 1 cup carrot (120 g), sliced, 1 teaspoon pepper, 1 teaspoon salt, 4 cups penne pasta (400 g), 1 cup parmesan cheese (110 g)"
Reverse-Sear Steak,"1 2-inch-thick rib eye steak, preferably USDA prime, 1 teaspoon salt, or to taste, 1 teaspoon pepper, or to taste, 3 tablespoons canola oil, 2 tablespoons unsalted butter, 2 cloves garlic, peeled and smashed, 2 sprigs fresh rosemary, 3 sprigs fresh thyme"
Classic Beef Stew,"2 lb kroger beef chuck roast (910 g), ½ teaspoon kosher salt, plus more for taste, ½ teaspoon black pepper, plus more to taste, 2 tablespoons canola oil, 2 cups yellow onion (300 g), diced, 2 cups celery (450 g), 2 cups carrot (240 g), diced, 2 cloves garlic, minced, 2 tablespoons tomato paste, 1 cup red wine (240 mL), 2 cups beef stock (480 mL), 28 oz diced tomatoes (425 g), 1 teaspoon dried rosemary, 1 teaspoon dried thyme, 1 bay leaf, egg noodle, cooked, for serving"
Buffalo Chicken Poppers,"2 boneless, skinless chicken breasts, 2 teaspoons salt, 1 teaspoon pepper, 1 teaspoon garlic powder, 1 teaspoon chili powder, 1 cup flour (125 g), 3 eggs, beaten, oil, for frying, 2 tablespoons butter, ½ cup hot sauce (120 mL)"
Vietnamese Shaking Beef,"2 lb boneless beef rib eye (910 g), cut into 1-inch (2 1/2-cm) cubes, 10 cloves garlic, minced, 3 tablespoons brown sugar, 5 tablespoons soy sauce, divided, 2 tablespoons oyster sauce, 1 tablespoon fish sauce, freshly ground black pepper, to taste, 1 tablespoon granulated sugar, 2 tablespoons white vinegar, 2 tablespoons water, 1 red onion, sliced into rings, 2 bunches watercress, 3 roma tomatoes, sliced, 2 tablespoons canola oil, fresh cilantro, for garnish, cooked white rice, for serving"
Chicken Bacon Asparagus Twists,"2 boneless, skinless chicken breasts, 1 teaspoon salt, divided, ½ teaspoon pepper, 1 teaspoon onion powder, 1 teaspoon garlic powder, 6 tablespoons lemon juice, divided, 6 strips bacon, 12 stalks asparagus, ends trimmed, 1 cup greek yogurt (285 g), 3 tablespoons fresh parsley, chopped, 1 tablespoon fresh dill, chopped"
Easy & Healthy Fried Rice,"2 tablespoons sesame oil, 3 cloves garlic, minced, 2 chicken breasts, diced, salt, to taste, pepper, to taste, 1 cup carrot (120 g), diced, 1 cup broccoli floret (175 g), 2 cups brown rice (400 g), cooked, ½ cup frozen peas (75 g), 3 tablespoons low sodium soy sauce"
Chicken Bibimbap,"3 cloves garlic, minced, divided, 2 teaspoons fresh ginger, minced, 2 scallions, thinly sliced, plus 1 bunch, sliced on the bias, divided, ¼ cup soy sauce (60 mL), 4 tablespoons sesame oil, plus 2 tablespoons, divided, 1 tablespoon mirin, 1 tablespoon light brown sugar, 1 lb boneless, skinless chicken thighs (455 g), sliced into 1/2 inch (1 1/4 cm) strips, 4 cups fresh spinach (160 g), kosher salt, to taste, freshly ground black pepper, to taste, 2 large carrots, julienned, 8 oz shiitake mushroom (150 g), stems removed, thinly sliced, 1 tablespoon unsalted butter, 2 large eggs, sushi rice, cooked, 1 cup cabbage kimchi (150 g), persian cucumber, thinly sliced"
Spicy Tomato Coconut Chicken,"3 lb chicken (1 ½ kg), quartered, salt, to taste, pepper, to taste, 2 tablespoons olive oil, 3 cloves garlic, minced, 1 tablespoon ginger, 3 jalapeñoes, deseeded and diced, 1 onion, chopped, 1 ¼ cups tomato puree (280 g), 1 cup coconut milk (240 mL), unsweetened, 1 cup chicken stock (240 mL), fresh cilantro, or parsley, for garnish, chopped"
Zucchini Noodle Chicken Alfredo,"3 zucchinis, ends trimmed, 2 tablespoons butter, 2 boneless, skinless chicken breasts, thinly sliced, 1 teaspoon kosher salt, plus more to taste, 1 teaspoon freshly ground black pepper, plus more to taste, 3 cloves garlic, minced, ¾ cup cream (180 mL), 1 cup shredded parmesan cheese (110 g), plus more for serving, 2 tablespoons fresh parsley, chopped, plus more for serving"
Easy Chicken Fajita Rice And Veggie Bake,"1 tablespoon chili powder, 1 teaspoon cumin, 1 teaspoon paprika, ¼ teaspoon cayenne pepper, ½ teaspoon garlic powder, 1 teaspoon salt, 1 teaspoon black pepper, ½ onion, sliced, 1 red bell pepper, sliced, 1 green bell pepper, sliced, 2 tablespoons olive oil, 1 cup long grain rice (200 g), 2 cups chicken broth (480 mL), 1 ½ lb chicken tender (710 g), tomato, cilantro, cheese, lime wedge"
Steak Fajita Quesadillas,"1 lb skirt steak (455 g), 2 tablespoons olive oil, salt, to taste, pepper, to taste, 1 teaspoon chili powder, 1 teaspoon cumin, 1 onion, sliced, 4 cloves garlic, sliced, 3 bell peppers, sliced, 1 jalapeño pepper, sliced, 1 tablespoon butter, 4 large tortillas, 2 cups mexican blend cheese (200 g), guacamole, sour cream, salsa"
Meatball Stuffed Shell Pasta,"1 lb ground beef (455 g), 1 lb ground pork (455 g), 1 cup panko breadcrumbs (50 g), ½ cup dried minced onion (75 g), fine, ¼ cup grated parmesan cheese (25 g), 2 cloves garlic, minced, ¼ cup fresh parsley (10 g), finely chopped, 2 large eggs, 1 teaspoon kosher salt, pepper, to taste, 15 oz ricotta cheese (425 g), ½ cup fresh basil (20 g), chopped, ½ cup fresh parsley (20 g), chopped, 1 cup grated parmesan cheese (110 g), 1 pinch salt, 12 oz jumbo pasta shell (340 g), cooked according to package instructions, 32 oz marinara sauce (905 g), parmesan cheese, for sprinkling, fresh basil, chopped, for garnish"
Tomato Basil Sausage Spaghetti,"½ lb ground sausage (225 g), ½ onion, diced, 1 teaspoon salt, 1 teaspoon pepper, 2 cups marinara sauce (500 g), 1 cup milk (240 mL), ½ cup fresh basil (20 g), chopped, ½ lb spaghetti (225 g), cooked"
Shrimp Spinach Bacon Alfredo,"2 tablespoons oil, 4 cloves garlic cloves, chopped, 2 lb shrimp (910 g), 3 cups spinach (120 g), ½ onion, chopped, 2 teaspoons salt, 1 teaspoon black pepper, 2 cups heavy cream (480 mL), 1 lb fettuccine pasta (455 g), cooked, 6 slices bacon, cooked and chopped, 1 cup parmesan cheese (110 g), ½ cup fresh parsley (20 g), chopped"
Quick 30-Minute Chicken Pho,"10 oz dried, narrow, flat rice noodles (285 g), warm water, for soaking, 1 tablespoon whole black peppercorns, 1 tablespoon coriander seeds, 4 pods star anise, 1 piece fresh ginger, 2-inch (5-cm), 1 bunch green onions, 4 cups hot water (960 mL), 8 cups chicken broth (2 L), 1 lb boneless, skinless chicken breasts (455 g), halved crosswise, ¼ cup fish sauce (60 mL), 2 limes, 1 jalapeño, 1 bean sprout, 1 bunch fresh thai basil, 1 bunch fresh cilantro, 1 Sriracha, hoisin sauce"
One-Pan Roasted Chicken And Sweet Potatoes,"1 small sweet potato, diced, 1 lemon, sliced, seeds removed, 1 cup green beans (360 g), trimmed, 1 tablespoon olive oil, 1 tablespoon chopped fresh rosemary leaves, 1 tablespoon chopped fresh thyme leaves, 1 clove garlic, minced, ½ teaspoon kosher salt, plus more to taste, ¼ teaspoon freshly ground black pepper, plus more to taste, 1 boneless, skinless chicken breast, ¼ teaspoon paprika"
Fried Chicken And Egg Rice Bowl (Chicken Katsudon),"1 chicken breast, pepper, to taste, salt, to taste, flour, 1 egg, panko breadcrumb, oil, for deep-frying, ½ cup onion (75 g), sliced, ⅔ cup chicken stock (158 mL), 1 ½ tablespoons soy sauce, 1 ½ tablespoons sake, 1 ½ tablespoons mirin, ½ tablespoon sugar, 2 eggs, beaten, rice, cooked, scallion, chopped, nori, shredded"
Honey Garlic Slow Cooker Ribs,"1 tablespoon salt, 1 tablespoon pepper, 1 tablespoon paprika, 1 tablespoon chili powder, 2 ½ lb rack of pork ribs (1 kg), halved, 1 cup honey (340 g), ½ cup soy sauce (120 mL), 10 garlic cloves, minced"
Beef And Cheese Empanada,"1 tablespoon olive oil, 1 cup onion (150 g), diced, 1 lb ground beef (455 g), 2 teaspoons salt, ½ teaspoon pepper, ⅓ cup shredded cheddar cheese (35 g), 2 tablespoons ketchup, 1 tablespoon yellow mustard, ½ teaspoon worcestershire sauce, 2 sheets pie dough, egg, sesame seed"
100-Layer Lasagna,"1 stick butter, ½ cup flour (60 g), 8 cups milk (2 L), 2 teaspoons salt, 1 teaspoon black pepper, ½ teaspoon nutmeg, ½ cup olive oil (120 mL), 2 cups onion (300 g), finely chopped, 2 cups carrot (240 g), finely chopped, 2 cups celery (450 g), finely chopped, 6 lb ground beef (2.5 kg), 80% lean 20% fat, 115 oz tomato sauce (3.5 kg), 4 cans, ½ cup tomato paste (110 g), 4 cups chicken stock (960 mL), 1 tablespoon salt, ½ tablespoon black pepper, 110 no-boil flat lasagna noodles, 2 cups grated parmesan cheese (220 g), 1 cup fresh chives (40 g), finely chopped"
Beef & Broccoli Chow Mein,"½ cup water (120 mL), 1 tablespoon cornstarch, ¼ cup soy sauce (60 mL), 1 tablespoon garlic, minced, 1 tablespoon brown sugar, 1 teaspoon white pepper, 1 lb flank steak (455 g), thinly sliced, salt, to taste, 3 tablespoons cooking oil, divided, 6 oz chow mein noodle (170 g), hong kong style pan fried noodles, par cooked according to package instructions, ½ cup onion (75 g), sliced, 1 cup broccoli floret (150 g), 2 teaspoons sesame oil, scallion, sliced, for garnish"
Baked Teriyaki Wings,"1 lb chicken wings (455 g), 2 teaspoons baking powder, 1 teaspoon salt, ⅓ cup low sodium soy sauce (70 mL), 2 tablespoons honey, 2 tablespoons brown sugar, 1 tablespoon sesame seed"
Honey Lime Sriracha Chicken Poppers,"2 chicken breasts, cubed, 2 teaspoons salt, 1 teaspoon pepper, 3 cloves garlic, minced, ½ teaspoon ground ginger, 1 cup flour (125 g), 3 eggs, beaten, oil, for frying, 5 tablespoons butter, ⅓ cup honey (115 g), ½ cup siracha (155 g), 2 tablespoons soy sauce, 3 teaspoons lime juice"
Chicken And Wild Rice Soup,"1 lb boneless, skinless chicken thighs (455 g), 1 tablespoon garlic powder, 1 tablespoon dried thyme, 1 tablespoon dried parsley, kosher salt, to taste, pepper, to taste, 1 tablespoon olive oil, 2 tablespoons unsalted butter, 1 cup diced carrots (120 g), 1 cup diced celery (225 g), 1 cup chopped yellow onion (150 g), ½ lb mushroom (225 g), sliced, 2 cloves garlic, minced, ¾ cup uncooked wild rice (150 g), 8 cups chicken broth (2 L), divided, 1 cup grated parmesan cheese, plus more for garnish, 1 cup heavy cream (240 g), ½ cup sour cream (115 g), ¼ cup finely chopped fresh parsley (10 g)"
One-Pot Chicken Teriyaki With Rice,"1 tablespoon olive oil, 2 chicken breasts, sliced, salt, to taste, pepper, to taste, 2 cloves garlic, minced, 1 tablespoon ginger, minced, 2 cups water (480 mL), Plus 1/4 cup (60 ml), 1 cup white rice (200 g), rinsed, ½ cup soy sauce (120 mL), 1 tablespoon rice vinegar, ¼ cup honey (85 g), 2 tablespoons  sriracha, 1 tablespoon cornstarch, 1 cup broccoli (150 g), 1 cup carrot (120 g), ½ red bell pepper, scallion, for garnish - optional"
Chicken Fajita Salad,"2 tablespoons canola oil, 1 boneless, skinless chicken breast, 1 red bell pepper, thinly sliced, 1 yellow bell pepper, thinly sliced, 1 onion, medium, thinly sliced, 1 teaspoon salt, 1 teaspoon chili powder, 1 teaspoon cumin, 1 teaspoon garlic powder, 3 tablespoons olive oil, 3 tablespoons lime juice, 1 teaspoon brown sugar, 1 teaspoon chili flakes, 1 teaspoon salt, 1 head romaine lettuce, chopped, 1 avocado, sliced"
Bacon Cheddar Loaded Cheeseburger,"5 strips bacon, 4 oz cream cheese (115 g), at room temperature, ¼ cup green onion (35 g), thinly sliced, 1 cup shredded sharp cheddar cheese (100 g), 1 lb ground beef (455 g), salt, to taste, pepper, to taste, 4 slices cheddar cheese, 4 hamburger buns, toasted"
Turkey Taco Stuffed Bell Peppers,"1 lb ground turkey (455 g), 1 onion, diced, 3 cloves garlic, 1 can black beans, drained and rinsed, 1 can yellow corn, drained and rinsed, 1 jar salsa, 1 teaspoon ground cumin, 1 teaspoon dried oregano, 1 teaspoon paprika, 1 teaspoon salt, ½ teaspoon black pepper, guacamole, to taste"
Steak And Potato Nachos,"2 russet potatoes, sliced, 1 lb skirt steak (455 g), 4 tablespoons olive oil, salt, to taste, pepper, to taste, 2 teaspoons paprika, 1 cup shredded cheddar cheese (100 g), ½ cup shredded monterey jack cheese (50 g), sour cream, salsa, optional, 2 green onions, minced"
Taco-Stuffed Peppers,"6 large bell peppers, ensure they have a flat base so they will stand up when cooking, 2 tablespoons vegetable oil, 1 lb ground beef (455 g), 2 tablespoons taco seasoning mix, (see recipe below to make your own), 1 medium yellow onion, diced, 15 oz black beans, drained and rinsed, 1 cup cooked brown rice (225 g), 1 cup frozen corn (165 g), 16 oz medium chunky salsa, 1 ½ cups grated Mexican blend cheese (150 g), divided, plus more for serving, guacamole, for serving, sour cream, for serving, 1 tablespoon chili powder, 1 ½ teaspoons ground cumin, 1 teaspoon kosher salt, 1 teaspoon freshly ground black pepper, 1 teaspoon cornstarch, ½ teaspoon paprika, ½ teaspoon garlic powder, ½ teaspoon onion powder, ¼ teaspoon cayenne pepper, ¼ teaspoon dried oregano"
